repo,path,number_of_headings,language,cve_count
adellpennyziaw/cop-nhat,jekyll/archived/_archive/github-security-ssh-keys.md,0,EN,0
adellpennyziaw/cop-nhat,jekyll/archived/_cci1/github-security-ssh-keys.md,0,EN,0
adellpennyziaw/cop-nhat,jekyll/_cci2_ja/security.md,8,JA,0
adellpennyziaw/cop-nhat,jekyll/archived/_ccie/security.md,4,EN,0
adellpennyziaw/cop-nhat,jekyll/archived/_cci1/privacy-security.md,0,EN,0
adellpennyziaw/cop-nhat,jekyll/archived/_archive/privacy-security.md,0,EN,0
adellpennyziaw/cop-nhat,jekyll/_cci2/security-supply-chain.md,7,EN,0
microsoft/fluentui-react-native,SECURITY.md,4,EN,0
microsoft/code-with-engineering-playbook,docs/continuous-integration/dev-sec-ops/azure-devops/service-connection-security.md,5,EN,0
microsoft/code-with-engineering-playbook,SECURITY.md,4,EN,0
gridgentoo/linkerd2,SECURITY.md,5,EN,0
mheob/vscode-snippets,.github/SECURITY.md,1,EN,0
rdileep13/linkerd2,SECURITY.md,4,EN,0
honeycombio/libhoney-js,.github/ISSUE_TEMPLATE/security-vulnerability-report.md,0,EN,1
honeycombio/libhoney-js,SECURITY.md,1,EN,0
TommyCTruong/dotfiles,dot_oh-my-zsh/SECURITY.md,3,EN,0
GoogleCloudPlatform/python-docs-samples,SECURITY.md,1,EN,0
actions-marketplace-validations/sammcj_check-renamed-files-action,node_modules/typescript/SECURITY.md,4,EN,0
actions-marketplace-validations/sammcj_check-renamed-files-action,node_modules/resolve/SECURITY.md,1,EN,0
actions-marketplace-validations/sammcj_check-renamed-files-action,node_modules/eslint-plugin-react/node_modules/resolve/SECURITY.md,1,EN,0
actions-marketplace-validations/sammcj_check-renamed-files-action,node_modules/eslint-plugin-import/SECURITY.md,3,EN,0
jacquesg/p5-Git-Raw,deps/libgit2/SECURITY.md,3,EN,0
IsaFG/demisto-mirror,Packs/trendMicroDsm/Scripts/script-TrendmicroSecurityProfileAssignToHost_README.md,4,EN,0
IsaFG/demisto-mirror,Packs/trendMicroDsm/Scripts/script-TrendmicroSecurityProfileRetrieveAll_README.md,4,EN,0
IsaFG/demisto-mirror,Packs/TrendMicroDeepSecurity/Integrations/TrendMicroDeepSecurity/TrendMicroDeepSecurity_description.md,3,EN,0
IsaFG/demisto-mirror,Packs/SecurityIntelligenceServicesFeed/Integrations/SecurityIntelligenceServicesFeed/SecurityIntelligenceServicesFeed_description.md,2,EN,0
IsaFG/demisto-mirror,Packs/SecurityAdvisor/Integrations/SecurityAdvisor/SecurityAdvisor_description.md,3,EN,0
IsaFG/demisto-mirror,Packs/SecurityScorecard/Integrations/SecurityScorecard/SecurityScorecard_description.md,4,EN,0
IsaFG/demisto-mirror,Packs/PrismaSaasSecurity/Playbooks/Saas_Security_-_Take_Action_on_the_Incident_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/PrismaSaasSecurity/Playbooks/Saas_Security_-_Remediate_an_asset_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/PrismaSaasSecurity/Playbooks/Saas_Security_-_Incident_Processor_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/PrismaSaasSecurity/Integrations/SaasSecurity/SaasSecurity_description.md,0,EN,0
IsaFG/demisto-mirror,Packs/PrismaCloud/Playbooks/playbook-PCR_-_Azure_Network_Security_Group_Misconfig_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/MicrosoftGraphSecurity/Integrations/MicrosoftGraphSecurity/MicrosoftGraphSecurity_description.md,2,EN,0
IsaFG/demisto-mirror,Packs/MicrosoftCloudAppSecurity/Integrations/MicrosoftCloudAppSecurity/MicrosoftCloudAppSecurity_description.md,2,EN,0
IsaFG/demisto-mirror,Packs/JoeSecurity/Playbooks/playbook-Detonate_URL_-_JoeSecurity_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/JoeSecurity/Playbooks/playbook-Detonate_File_-_JoeSecurity_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/KasperskySecurityCenter/Integrations/KasperskySecurityCenter/KasperskySecurityCenter_description.md,0,EN,0
IsaFG/demisto-mirror,Packs/JoeSecurity/Playbooks/playbook-Detonate_File_From_URL_-_JoeSecurity_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/GSuiteSecurityAlertCenter/Integrations/GSuiteSecurityAlertCenter/GSuiteSecurityAlertCenter_description.md,1,EN,0
IsaFG/demisto-mirror,Packs/FireEyeEX/Playbooks/playbook-Block_Domain_-_FireEye_Email_Security_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/ExpanseV2/Playbooks/playbook-NSA_-_5_Security_Vulnerabilities_Under_Active_Nation-State_Attack_README.md,8,EN,10
IsaFG/demisto-mirror,Packs/EWS/Playbooks/playbook-O365-SecurityAndCompliance-SearchAndDelete_README.md,9,EN,0
IsaFG/demisto-mirror,Packs/EWS/Integrations/SecurityAndCompliance/SecurityAndCompliance_description.md,1,EN,0
IsaFG/demisto-mirror,Packs/EWS/Playbooks/playbook-O365-SecurityAndCompliance-SearchAction-Delete_README.md,9,EN,0
IsaFG/demisto-mirror,Packs/EWS/Playbooks/playbook-O365-SecurityAndCompliance-Search_README.md,9,EN,0
IsaFG/demisto-mirror,Packs/EWS/Playbooks/playbook-O365-SecurityAndCompliance-SearchAction-Preview_README.md,9,EN,0
IsaFG/demisto-mirror,Packs/DeprecatedContent/Integrations/AzureSecurityCenter/AzureSecurityCenter_description.md,0,EN,0
IsaFG/demisto-mirror,Packs/CovalenceManagedSecurity/Integrations/CovalenceManagedSecurity/CovalenceManagedSecurity_description.md,1,EN,0
IsaFG/demisto-mirror,Packs/CyrenInboxSecurity/Integrations/CyrenInboxSecurity/CyrenInboxSecurity_description.md,3,EN,0
IsaFG/demisto-mirror,Packs/CyrenInboxSecurity/Playbooks/Cyren_Inbox_Security_Default_README.md,8,EN,0
IsaFG/demisto-mirror,Packs/CovalenceForSecurityProviders/Integrations/CovalenceForSecurityProviders/CovalenceForSecurityProviders_description.md,1,EN,0
balabit-deps/balabit-os-9-glib2.0,SECURITY.md,6,EN,3
valora-inc/wallet,SECURITY.md,3,EN,0
tb148/feynmanium,SECURITY.md,2,EN,0
auth0/docs,articles/quickstart/backend/java-spring-security5/files/security-config.md,0,EN,0
auth0/docs,articles/quickstart/webapp/java-spring-boot/files/security-config.md,0,EN,0
auth0/docs,articles/quickstart/webapp/java-spring-boot/files/security-config-logout.md,0,EN,0
auth0/docs,articles/best-practices/custom-db-connections/security.md,4,EN,0
auth0/docs,articles/appliance/infrastructure/security.md,7,EN,0
auth0/docs,articles/compliance/gdpr/security-advice-for-customers.md,1,EN,0
ZoneMinder/zoneminder,SECURITY.md,3,EN,0
knative-sandbox/net-http01,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative-sandbox/net-http01,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative-sandbox/net-http01,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/net-http01,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative-sandbox/sample-controller,vendor/github.com/emicklei/go-restful/v3/SECURITY.md,3,EN,0
knative-sandbox/sample-controller,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative-sandbox/sample-controller,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/sample-controller,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative-sandbox/sample-controller,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative-sandbox/scaling-group,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative-sandbox/scaling-group,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/scaling-group,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative-sandbox/scaling-group,vendor/github.com/emicklei/go-restful/v3/SECURITY.md,3,EN,0
knative-sandbox/scaling-group,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative-sandbox/control-protocol,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative-sandbox/control-protocol,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/control-protocol,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative-sandbox/control-protocol,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative/caching,vendor/github.com/emicklei/go-restful/v3/SECURITY.md,3,EN,0
knative/caching,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative/caching,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative/caching,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative/caching,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative-sandbox/security-guard,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative-sandbox/security-guard,vendor/github.com/golang-jwt/jwt/v4/SECURITY.md,4,EN,0
knative-sandbox/security-guard,vendor/github.com/emicklei/go-restful/v3/SECURITY.md,3,EN,0
knative-sandbox/security-guard,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative-sandbox/security-guard,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative-sandbox/security-guard,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/kn-plugin-source-kafka,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative-sandbox/kn-plugin-source-kafka,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/kn-plugin-source-kafka,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative/networking,vendor/github.com/emicklei/go-restful/v3/SECURITY.md,3,EN,0
knative/networking,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative/networking,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative/networking,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative/networking,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative-sandbox/net-contour,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
knative-sandbox/net-contour,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/net-certmanager,vendor/github.com/emicklei/go-restful/v3/SECURITY.md,3,EN,0
knative-sandbox/net-certmanager,vendor/sigs.k8s.io/json/SECURITY.md,4,EN,0
knative-sandbox/net-certmanager,vendor/github.com/prometheus/procfs/SECURITY.md,1,EN,0
knative-sandbox/net-certmanager,vendor/k8s.io/klog/v2/SECURITY.md,4,EN,0
knative-sandbox/net-certmanager,vendor/google.golang.org/grpc/SECURITY.md,1,EN,2
Azure/sap-automation,SECURITY.md,4,EN,0
rauchrob/dotfiles,zsh/oh-my-zsh/SECURITY.md,3,EN,0
salesforce/TaiChi,SECURITY.md,1,EN,0
chanzuckerberg/czid-web,SECURITY.md,1,EN,0
mvali95/symfony,.github/SECURITY.md,0,EN,0
samzamany/symfony,.github/ISSUE_TEMPLATE/5_Security_issue.md,0,EN,0
andrihantya/cocorico,.github/SECURITY.md,0,EN,0
prashanthBandlamudi/symfony,.github/ISSUE_TEMPLATE/5_Security_issue.md,0,EN,0
rust-bitcoin/rust-bitcoinconsensus,depend/bitcoin/SECURITY.md,3,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.6/topics/rest_endpoints_security_overrides.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.8/topics/rest_endpoints_security_overrides.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.7/topics/rest_endpoints_security_overrides.md,1,EN,0
Alfresco/docs-alfresco,_archive/salesforce/2.0/concepts/salesforce-ent-security.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.6/topics/security_configuration_overrides.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.7/topics/security_configuration_overrides.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.8/topics/security_configuration_overrides.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.7/topics/securityConfigurationGlobalOverride.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.8/topics/securityConfigurationGlobalOverride.md,1,EN,0
Alfresco/docs-alfresco,_archive/process-services/1.6/topics/securityConfigurationGlobalOverride.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.5/tasks/rm-create-security-group.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.7/concepts/security-control-video-tutorials.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.6/tasks/rm-create-security-group.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.6/concepts/security-control-video-tutorials.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.5/concepts/rm-security.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.7/tasks/rm-create-security-group.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.6/concepts/rm-security.md,1,EN,0
Alfresco/docs-alfresco,_archive/governance-services/2.7/concepts/rm-security.md,1,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.2/concepts/share-security-policies-filters.md,1,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.2/concepts/security-policy.md,5,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.2/concepts/repository-security-policies-filters.md,1,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.0/references/API-JS-Security.md,2,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.1/references/API-JS-Security.md,2,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.2/references/API-JS-Security.md,2,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.1/concepts/security-policy.md,5,EN,0
Alfresco/docs-alfresco,_archive/content-services/5.0/concepts/security-policy.md,5,EN,0
Alfresco/docs-alfresco,_archive/content-services/4.2/references/API-JS-Security.md,2,EN,0
Alfresco/docs-alfresco,_archive/content-services/4.1/concepts/security-policy.md,5,EN,0
Alfresco/docs-alfresco,_archive/content-services/4.2/concepts/security-policy.md,5,EN,0
Alfresco/docs-alfresco,_archive/content-services/4.0/references/API-JS-Security.md,2,EN,0
TerjeBr/old-symfony,.github/ISSUE_TEMPLATE/5_Security_issue.md,0,EN,0
TerjeBr/old-symfony,.github/SECURITY.md,0,EN,0
ravidholakia/symfony,.github/SECURITY.md,0,EN,0
fzcsyglq/MyBlog,static/js/node_modules/shell-quote/security.md,3,EN,0
fzcsyglq/MyBlog,static/js/node_modules/resolve/SECURITY.md,1,EN,0
fzcsyglq/MyBlog,static/js/node_modules/browserify/security.md,3,EN,0
fzcsyglq/MyBlog,static/js/node_modules/path-browserify/security.md,3,EN,0
fzcsyglq/MyBlog,static/js/node_modules/events/security.md,3,EN,0
fzcsyglq/MyBlog,static/js/node_modules/vm-browserify/security.md,3,EN,0
fzcsyglq/MyBlog,static/js/node_modules/stream-browserify/security.md,3,EN,0
dvraghu/dvrepo1,.github/ISSUE_TEMPLATE/5_Security_issue.md,0,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.7/concepts/security-control-video-tutorials.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.8/topics/rest_endpoints_security_overrides.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.7/topics/rest_endpoints_security_overrides.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.6/topics/rest_endpoints_security_overrides.md,1,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.6/tasks/rm-create-security-group.md,1,EN,0
unibravo/alfresco-docs,_archive/salesforce/2.0/concepts/salesforce-ent-security.md,1,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.7/tasks/rm-create-security-group.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.8/topics/security_configuration_overrides.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.6/topics/security_configuration_overrides.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.7/topics/security_configuration_overrides.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.7/topics/securityConfigurationGlobalOverride.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.8/topics/securityConfigurationGlobalOverride.md,1,EN,0
unibravo/alfresco-docs,_archive/process-services/1.6/topics/securityConfigurationGlobalOverride.md,1,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.5/tasks/rm-create-security-group.md,1,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.6/concepts/security-control-video-tutorials.md,1,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.5/concepts/rm-security.md,1,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.6/concepts/rm-security.md,1,EN,0
unibravo/alfresco-docs,_archive/governance-services/2.7/concepts/rm-security.md,1,EN,0
unibravo/alfresco-docs,_archive/content-services/5.2/concepts/share-security-policies-filters.md,1,EN,0
unibravo/alfresco-docs,_archive/content-services/5.2/concepts/security-policy.md,5,EN,0
unibravo/alfresco-docs,_archive/content-services/5.2/concepts/repository-security-policies-filters.md,1,EN,0
unibravo/alfresco-docs,_archive/content-services/5.0/concepts/security-policy.md,5,EN,0
unibravo/alfresco-docs,_archive/content-services/5.1/concepts/security-policy.md,5,EN,0
unibravo/alfresco-docs,_archive/content-services/5.2/references/API-JS-Security.md,2,EN,0
unibravo/alfresco-docs,_archive/content-services/5.0/references/API-JS-Security.md,2,EN,0
unibravo/alfresco-docs,_archive/content-services/5.1/references/API-JS-Security.md,2,EN,0
unibravo/alfresco-docs,_archive/content-services/4.2/references/API-JS-Security.md,2,EN,0
unibravo/alfresco-docs,_archive/content-services/4.2/concepts/security-policy.md,5,EN,0
unibravo/alfresco-docs,_archive/content-services/4.1/concepts/security-policy.md,5,EN,0
unibravo/alfresco-docs,_archive/content-services/4.0/references/API-JS-Security.md,2,EN,0
FranceJ/dotfiles,dot_oh-my-zsh/SECURITY.md,3,EN,0
FredIde/Kavita,SECURITY.md,3,EN,0
ocaml-multicore/ocaml-uring,vendor/liburing/SECURITY.md,2,EN,0
avsm/eeww,lib/uring/vendor/liburing/SECURITY.md,2,EN,0
googleapis/retry-request,SECURITY.md,1,EN,0
zowe/docs-site,versioned_docs/version-v2.3.x/user-guide/cli-using-team-managing-credential-security.md,2,EN,0
zowe/docs-site,versioned_docs/version-v2.3.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md,7,EN,0
zowe/docs-site,versioned_docs/version-v2.3.x/extend/extend-apiml/zowe-api-mediation-layer-security-overview.md,9,EN,0
zowe/docs-site,versioned_docs/version-v2.2.x/extend/extend-apiml/api-mediation-security.md,45,EN,0
zowe/docs-site,versioned_docs/version-v2.2.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md,7,EN,0
zowe/docs-site,docs/extend/extend-apiml/zowe-api-mediation-layer-security-overview.md,9,EN,0
zowe/docs-site,versioned_docs/version-v2.2.x/user-guide/cli-using-team-managing-credential-security.md,2,EN,0
zowe/docs-site,versioned_docs/version-v2.2.x/user-guide/initialize-security-configuration.md,7,EN,0
zowe/docs-site,versioned_docs/version-v2.1.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md,7,EN,0
zowe/docs-site,versioned_docs/version-v2.0.x/extend/extend-apiml/api-mediation-security.md,45,EN,0
zowe/docs-site,versioned_docs/version-v2.1.x/extend/extend-apiml/api-mediation-security.md,45,EN,0
zowe/docs-site,versioned_docs/version-v2.1.x/user-guide/cli-using-team-managing-credential-security.md,2,EN,0
zowe/docs-site,versioned_docs/version-v2.1.x/user-guide/initialize-security-configuration.md,7,EN,0
zowe/docs-site,versioned_docs/version-v2.0.x/user-guide/cli-using-team-managing-credential-security.md,2,EN,0
zowe/docs-site,versioned_docs/version-v2.0.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md,7,EN,0
zowe/docs-site,versioned_docs/version-v2.0.x/user-guide/initialize-security-configuration.md,7,EN,0
zowe/docs-site,versioned_docs/_version-v1.24.x/extend/extend-apiml/api-mediation-security.md,44,EN,0
zowe/docs-site,versioned_docs/_version-v1.23.x/extend/extend-apiml/api-mediation-security.md,44,EN,0
zowe/docs-site,versioned_docs/version-v1.28.x/extend/extend-apiml/api-mediation-security.md,45,EN,0
zowe/docs-site,versioned_docs/version-v1.27.x/extend/extend-apiml/api-mediation-security.md,43,EN,0
zowe/docs-site,docs/user-guide/cli-using-team-managing-credential-security.md,2,EN,0
